Title,Image,fidogreentexthover_pcontainsclass_my1,my1_URL,fidobluetext_URL,fidobluetext,Number,Status,ZipCode,Description,btn_URL,btn,btn_URL2,btn3,btn4
"
this pet 
Male Dog 
",https://img-cdn.pawboost.com/1705611401/95738778-compress.jpg,"
Reported
2 weeks ago,
updated 3 days ago ",https://www.pawboost.com/landing/pet/PwymHLBzkNOE9PR0c9uFzFm0YHXNgqxZ/reunited-thispet-palmetto-bay-fl-33157,https://www.pawboost.com/landing/moderate/PwymHLBzkNOE9PR0c9uFzFm0YHXNgqxZ,"
Male Dog ",69891397,2,"Palmetto Bay, FL 33157","Tan chihuahua, older, skin issues",https://www.facebook.com/LostFoundPetsMiamiFL/posts/695920892684810, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%20so%20we%20can%20find%20this%20pet%27s%20family%21%20FOUND%20on%20January%204%2C%202024%20in%20Palmetto%20Bay%2C%20FL%2033157%20near%20Near%20st%20and%20%2077%20%0A%0AMessage%20from%20Finder%3A%20Found%20on%20136%20st%20and%2077th.%20Knocked%20on%20all%20the%20neighbors%20doors%20but%20he%20didn%E2%80%99t%20belong%20to%20anyone.%20He%E2%80%99s%20sweet%20but%20scared.%20He%20seems%20to%20have%20been%20on%20the%20street%20a%20while%2C%20skinny%20and%20has%20some%20skin%20issues.%20He%E2%80%99s%20hurt%20on%20his%20neck%20so%20should%20see%20a%20vet.%20I%20don%E2%80%99t%20want%20to%20take%20him%20to%20MDS%20but%20all%20the%20rescues%20I%20have%20contacted%20are%20full.%20Looking%20for%20a%20temp%20foster.%20%0A%0ADescription%3A%20Tan%20chihuahua%2C%20older%2C%20skin%20issues%20%0A%0ADo%20you%20have%20information%3F%20Contact%20finder%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69891397%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Aspen 
Male Dog 
",https://img-cdn.pawboost.com/1705607915/25780492-compress.jpg,"
Reported
3 days ago,
updated 3 days ago ",https://www.pawboost.com/landing/pet/p0hFCaRe1855TszSTISpliGfZ9s7YbOX/reunited-aspen-miami-fl-33156,https://www.pawboost.com/landing/moderate/p0hFCaRe1855TszSTISpliGfZ9s7YbOX,"
Male Dog ",69933449,2,"Miami, FL 33156",White pomeranian ,https://www.facebook.com/LostFoundPetsMiamiFL/posts/703990901877809, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Aspen%20was%20LOST%20on%20January%2018%2C%202024%20in%20Miami%2C%20FL%2033156%20near%20Pinecrest%20%20%0A%0ADescription%3A%20White%20pomeranian%20%20%0A%0AFor%20more%20info%20or%20to%20contact%20Aspen%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69933449%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Mini 
Female Dog 
",https://img-cdn.pawboost.com/1705607122/82021063-compress.jpg,"
Reported
1 week ago,
updated 3 days ago ",https://www.pawboost.com/landing/pet/xRCOjPGjgWSlHWpLHYu8tAxZ5YiCLjZn/reunited-mini-miami-dade-county-fl-33150,https://www.pawboost.com/landing/moderate/xRCOjPGjgWSlHWpLHYu8tAxZ5YiCLjZn,"
Female Dog ",69918274,2,"Miami-Dade County, FL 33150","Mini is a chubby chihuahua, she was walking with my mom when they were hit by a car and she ran off. We are worried she may be injured. She is very friendly so please grab her if you see her. Thank you!!!",https://www.facebook.com/LostFoundPetsMiamiFL/posts/700669792209920, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Mini%20was%20LOST%20on%20January%2012%2C%202024%20in%20Miami-Dade%20County%2C%20FL%2033150%20near%20nw%2095th%20st%20and%20nw%202nd%20ave%20%0A%0AMessage%20from%20Owner%3A%20Please%20help%20us%20find%20Minnie%2C%20she%20and%20my%20mom%20were%20hit%20by%20a%20car%20crossing%20the%20street%20and%20we%20are%20so%20worried%20about%20her.%20My%20mom%20is%20in%20the%20hosp%20but%20is%20more%20worried%20about%20find%20her%20best%20friend.%20She%20is%20very%20friendly%20so%20feel%20free%20to%20pick%20her%20up%20if%20you%20see%20her.%20We%20are%20hoping%20somebody%20spots%20her.%20%20%0A%0ADescription%3A%20Mini%20is%20a%20chubby%20chihuahua%2C%20she%20was%20walking%20with%20my%20mom%20when%20they%20were%20hit%20by%20a%20car%20and%20she%20ran%20off.%20We%20are%20worried%20she%20may%20be%20injured.%20She%20is%20very%20friendly%20so%20please%20grab%20her%20if%20you%20see%20her.%20Thank%20you%21%21%21%20%0A%0AFor%20more%20info%20or%20to%20contact%20Mini%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69918274%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Cooper 
Male Dog 
",https://img-cdn.pawboost.com/1705581125/54262926-compress.jpg,"
Reported
4 weeks ago,
updated 3 days ago ",https://www.pawboost.com/landing/pet/4cR676X8Z89b0O-yX6YdE-hi9fcxjQ0x/reunited-cooper-miami-fl-33145,https://www.pawboost.com/landing/moderate/4cR676X8Z89b0O-yX6YdE-hi9fcxjQ0x,"
Male Dog ",69857148,2,"Miami, FL 33145",Tthank u all. ,https://www.facebook.com/LostFoundPetsMiamiFL/posts/690470746563158, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Cooper%20was%20LOST%20on%20December%2022%2C%202023%20in%20Miami%2C%20FL%2033145%20near%20Near%20ave%20coral%20way%20%0A%0ADescription%3A%20Please%20help%20us%20find%20Cooper.%20%20He%20is%20our%20family.%20%20%0A%0AFor%20more%20info%20or%20to%20contact%20Cooper%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69857148%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Malu 
Female Dog 
",https://img-cdn.pawboost.com/1705548155/8522538-compress.jpg,"
Reported
4 days ago,
updated 3 days ago ",https://www.pawboost.com/landing/pet/bfXLeHh4oWEZkOkbJ4uqyu-4Yj7a3AHY/reunited-malu-miami-fl-33184,https://www.pawboost.com/landing/moderate/bfXLeHh4oWEZkOkbJ4uqyu-4Yj7a3AHY,"
Female Dog ",69930803,2,"Miami, FL 33184",Thank you so much for your help everyone! Shes finally back home and safe!,https://www.facebook.com/LostFoundPetsMiamiFL/posts/703431018600464, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Malu%20was%20LOST%20on%20January%2017%2C%202024%20in%20Miami%2C%20FL%2033184%20near%20Near%20Sw%20140th%20Pl%20%0A%0AMessage%20from%20Owner%3A%20We%20lost%20her%20around%2011%3A30AM%2C%20we%20have%20been%20going%20crazy%20trying%20to%20look%20for%20her%20since.%20She%27s%20a%20bratty%20girl%20but%20we%20love%20her%20so%20much%20and%20she%20would%20never%20run%20away%20from%20us%2C%20she%27s%20always%20been%20clingy%20and%20protective%20of%20us%2C%20just%20as%20much%20as%20we%20are%20of%20her.%20We%20already%20miss%20her%20so%20much%20and%20we%20are%20just%20thinking%20the%20worst%20over%20here.%20Please%20help%20us%21%20%0A%0ADescription%3A%20Shih%20Tzu%2C%20recently%20shaved%2Fcut.%20High-pitch%20bark.%20%0A%0AFor%20more%20info%20or%20to%20contact%20Malu%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69930803%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Luna 
Female Cat 
",https://img-cdn.pawboost.com/1705540314/68705682-compress.jpg,"
Reported
2 months ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/YuEFmg5fsNQ7ar-Y5PxZTlKJ2jWmm6iQ/reunited-luna-coral-gables-fl-33156,https://www.pawboost.com/landing/moderate/YuEFmg5fsNQ7ar-Y5PxZTlKJ2jWmm6iQ,"
Female Cat ",69793923,2,"Coral Gables, FL 33156",Luna is back home!!!!!❤️❤️❤️❤️🙌,https://www.facebook.com/LostFoundPetsMiamiFL/posts/683059437304289, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Luna%20%20was%20LOST%20on%20November%2028%2C%202023%20in%20Coral%20Gables%2C%20FL%2033156%20near%20Near%20north%20kendall%20drive%20%2F57%20red%20road%20pinecrest%20%0A%0ADescription%3A%20Female%20Calico%20cat.%20Spayed.%20%20%0A%0AFor%20more%20info%20or%20to%20contact%20Luna%20%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69793923%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Tyra 
Female Dog 
",https://img-cdn.pawboost.com/1705535645/29345857-compress.jpg,"
Reported
3 months ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/6bxFXfRrOC0oleIama8ZRYZF4kZ_OXxy/reunited-tyra-homestead-fl-33033,https://www.pawboost.com/landing/moderate/6bxFXfRrOC0oleIama8ZRYZF4kZ_OXxy,"
Female Dog ",69661580,2,"Homestead, FL 33033",Thank you everyone for your support ,https://www.facebook.com/LostPetsHomesteadFL/posts/837257515074247, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Tyra%20was%20LOST%20on%20October%2023%2C%202023%20in%20Homestead%2C%20FL%2033033%20near%20Harris%20field%20%20%0A%0AMessage%20from%20Owner%3A%20She%20has%20epilepsy%20she%20needs%20daily%20medicine%20%21%20Please%20if%20you%20see%20her%20help%20me%20get%20her%20back%20.%20%20%0A%0ADescription%3A%20Black%20and%20brown%20spot%20on%20back%20%0D%0AShe%E2%80%99s%20all%20white%20with%20half%20brown%20face%20%20%0A%0AFor%20more%20info%20or%20to%20contact%20Tyra%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69661580%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Vida Y Duqur 
Female Dog 
",https://img-cdn.pawboost.com/1705511272/54800446-compress.jpg,"
Reported
2 weeks ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/CGbSoPBlVbGPtWd5LobTiGx8_4vUDjQ7/reunited-vidayduqur-north-miami-fl-33161,https://www.pawboost.com/landing/moderate/CGbSoPBlVbGPtWd5LobTiGx8_4vUDjQ7,"
Female Dog ",69903096,2,"North Miami, FL 33161","Mis perros se me perdieron hace 3 días por norh miami, una es hembra y el otro macho porfavor ayúdenme a encontrarlos 🥺 mi número es 3057265680",https://www.facebook.com/LostFoundPetsMiamiFL/posts/697907789152787, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Vida%20Y%20Duqur%20was%20LOST%20on%20January%204%2C%202024%20in%20North%20Miami%2C%20FL%2033161%20near%20North%20Miami%2C%20FL%2C%20USA%20%0A%0AMessage%20from%20Owner%3A%20Ellos%20son%20perros%20muy%20t%C3%ADmidos%20no%20le%20hacen%20da%C3%B1o%20a%20nadie%2C%20vida%20es%20un%20pastor%20belga%20milinois%20y%20duque%20es%20una%20mezcla%20de%20pitbull%20con%20blanco%20con%20manchas%20negras%20%0A%0ADescription%3A%20Mis%20perros%20se%20me%20perdieron%20hace%203%20d%C3%ADas%20por%20norh%20miami%2C%20una%20es%20hembra%20y%20el%20otro%20macho%20porfavor%20ay%C3%BAdenme%20a%20encontrarlos%20%F0%9F%A5%BA%20mi%20n%C3%BAmero%20es%203057265680%20%0A%0AFor%20more%20info%20or%20to%20contact%20Vida%20Y%20Duqur%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69903096%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
DUQUE Y VIDA 
Unknown Dog 
",https://img-cdn.pawboost.com/1705511000/30541214-compress.jpg,"
Reported
1 week ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/-JCq5eaE2ymFxYcWQrrTVvm6PKuGbsSs/reunited-duqueyvida-miami-fl-33167,https://www.pawboost.com/landing/moderate/-JCq5eaE2ymFxYcWQrrTVvm6PKuGbsSs,"
Unknown Dog ",69916064,2,"Miami, FL 33167","La Pastora belga es hembra y el mixto de blanco y negro es mix terrier, ofrezco recompensa !",https://www.facebook.com/LostFoundPetsMiamiFL/posts/700200165590216, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20DUQUE%20Y%20VIDA%20was%20LOST%20on%20January%209%2C%202024%20in%20Miami%2C%20FL%2033167%20near%20Near%20NW%2027th%20Ave%2C%20Miami%2C%20FL%2033167%2C%20USA%20%0A%0ADescription%3A%20La%20Pastora%20belga%20es%20hembra%20y%20el%20mixto%20de%20blanco%20y%20negro%20es%20mix%20terrier%2C%20ofrezco%20recompensa%20%21%20%0A%0AFor%20more%20info%20or%20to%20contact%20DUQUE%20Y%20VIDA%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69916064%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Simba 
Male Dog 
",https://img-cdn.pawboost.com/1705501669/63695201-compress.jpg,"
Reported
4 days ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/7NgKxLasUtUS3fs9CgA9clDGRDMGCtd_/reunited-simba-miami-fl-33174,https://www.pawboost.com/landing/moderate/7NgKxLasUtUS3fs9CgA9clDGRDMGCtd_,"
Male Dog ",69929357,2,"Miami, FL 33174",Thank you all for the prayers - he's been found!! It took us 3 hours but he's back home ,https://www.facebook.com/LostFoundPetsMiamiFL/posts/702994101977489, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Simba%20was%20LOST%20on%20January%2016%2C%202024%20in%20Miami%2C%20FL%2033174%20near%20FIU%20%20%0A%0AMessage%20from%20Owner%3A%20We%20are%20out%20of%20the%20country%20and%20our%20dog%20has%20ran%20away.%20Please%20help%20us%21%21%20He%27s%20friendly%20dog%20%20%0A%0ADescription%3A%20Has%20white%20paws%20%0A%0AFor%20more%20info%20or%20to%20contact%20Simba%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69929357%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Santiago 
Male Dog 
",https://img-cdn.pawboost.com/1705492684/35219657-compress.jpg,"
Reported
5 days ago,
updated 4 days ago ",https://www.pawboost.com/landing/pet/T04BmhAM6kXM3Wb7HPykLIM3bVS_n_n_/reunited-santiago-miami-fl-33133,https://www.pawboost.com/landing/moderate/T04BmhAM6kXM3Wb7HPykLIM3bVS_n_n_,"
Male Dog ",69928724,2,"Miami, FL 33133",Ligh brow Boston Terrier,https://www.facebook.com/LostFoundPetsMiamiFL/posts/702929311983968, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Santiago%20was%20LOST%20on%20January%2016%2C%202024%20in%20Miami%2C%20FL%2033133%20near%20Near%20secofee%20terrance%2033133%20miami%20fl%20%0A%0AMessage%20from%20Owner%3A%20Please%20call%2C%20Maria%20Romero%2C%20Juan%20Romero%2C%20Yamira%20Croissiert%20%0A%0ADescription%3A%20Ligh%20brow%20Boston%20Terrier%20%0A%0AFor%20more%20info%20or%20to%20contact%20Santiago%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69928724%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Sookie 
Female Dog 
",https://img-cdn.pawboost.com/1705452680/68550456-compress.jpg,"
Reported
4 weeks ago,
updated 5 days ago ",https://www.pawboost.com/landing/pet/EeBhiuSrJCLgYnMZCBDz_XmF8y-kiyO7/reunited-sookie-miami-fl-33133,https://www.pawboost.com/landing/moderate/EeBhiuSrJCLgYnMZCBDz_XmF8y-kiyO7,"
Female Dog ",69857904,2,"Miami, FL 33133","Small chihuahua mix, skittish, lost on Xmas day",https://www.facebook.com/LostFoundPetsMiamiFL/posts/694931422783757, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Sookie%20was%20LOST%20on%20December%2031%2C%202023%20in%20Miami%2C%20FL%2033133%20near%20Silver%20bluff%20elementary%20school%20%0A%0AMessage%20from%20Owner%3A%20Please%20look%20out%20for%20this%20special%20sweet%20little%20girl%20who%20is%20very%20skittish.%20If%20you%20see%20her%20please%20message%20me.%20She%20is%20used%20to%20be%20being%20pampered%20so%20is%20probably%20super%20scared.%20%20%0A%0ADescription%3A%20Small%20chihuahua%20mix%2C%20skittish%2C%20lost%20on%20Xmas%20day%20%0A%0AFor%20more%20info%20or%20to%20contact%20Sookie%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69857904%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
this pet 
Female Dog 
",https://img-cdn.pawboost.com/1705427074/42400987-compress.jpg,"
Reported
5 days ago,
updated 5 days ago ",https://www.pawboost.com/landing/pet/GJOalE1a4kipGnqRlmfRJCAQdFckNv3t/reunited-thispet-miami-fl-33133,https://www.pawboost.com/landing/moderate/GJOalE1a4kipGnqRlmfRJCAQdFckNv3t,"
Female Dog ",69926884,2,"Miami, FL 33133","Yorkie, female",https://www.facebook.com/LostFoundPetsMiamiFL/posts/702647785345454, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%20so%20we%20can%20find%20this%20pet%27s%20family%21%20FOUND%20on%20January%2015%2C%202024%20in%20Miami%2C%20FL%2033133%20near%20US1%20and%2034the%20ave%20%0A%0ADescription%3A%20Yorkie%2C%20female%20%0A%0ADo%20you%20have%20information%3F%20Contact%20finder%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69926884%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
this pet 
Male Dog 
",https://img-cdn.pawboost.com/1705379600/56565803-compress.jpg,"
Reported
2 months ago,
updated 5 days ago ",https://www.pawboost.com/landing/pet/Xlq_9TkOYE7IJdHEvCnlAZSteDUEa37h/reunited-thispet-miami-fl-33145,https://www.pawboost.com/landing/moderate/Xlq_9TkOYE7IJdHEvCnlAZSteDUEa37h,"
Male Dog ",69788308,2,"Miami, FL 33145",Tan color small friendly no collar well groomed ,https://www.facebook.com/LostFoundPetsMiamiFL/posts/677819781161588, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%20so%20we%20can%20find%20this%20pet%27s%20family%21%20FOUND%20on%20December%203%2C%202023%20in%20Miami%2C%20FL%2033145%20near%20Coral%20Gate%20%20%0A%0AMessage%20from%20Finder%3A%20This%20dog%20has%20an%20owner%21%20Well%20cared%20for%2C%20recently%20bathed%2C%20friendly.%20%20%0A%0ADescription%3A%20Tan%20color%20small%20friendly%20no%20collar%20well%20groomed%20%20%0A%0ADo%20you%20have%20information%3F%20Contact%20finder%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69788308%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Brownie 
Male Dog 
",https://img-cdn.pawboost.com/1705374004/67038986-compress.jpg,"
Reported
3 weeks ago,
updated 5 days ago ",https://www.pawboost.com/landing/pet/WnClPqgsK9UMK1laYa0TTXadEk_h1pFM/reunited-brownie-hialeah-fl-33012,https://www.pawboost.com/landing/moderate/WnClPqgsK9UMK1laYa0TTXadEk_h1pFM,"
Male Dog ",69879684,2,"Hialeah, FL 33012","He growls when we pick him up but he never bites, he’s just vocal",https://www.facebook.com/LostFoundPetsMiamiFL/posts/694357392841160, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Brownie%20was%20LOST%20on%20December%2031%2C%202023%20in%20Hialeah%2C%20FL%2033012%20near%20Near%20west%2016th%20ave%2C%20Hialeah%2C%20fl%2033012%20%0A%0AMessage%20from%20Owner%3A%20Please%20help%20us%20get%20our%20baby%20back%20%20safe%21%20%0A%0ADescription%3A%20He%20growls%20when%20we%20pick%20him%20up%20but%20he%20never%20bites%2C%20he%E2%80%99s%20just%20vocal%20%0A%0AFor%20more%20info%20or%20to%20contact%20Brownie%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69879684%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Cocoa 
Female Dog 
",https://img-cdn.pawboost.com/1705370151/46828135-compress.jpg,"
Reported
6 days ago,
updated 6 days ago ",https://www.pawboost.com/landing/pet/tdhwM3r__AnMM3QakBc7umR9HslpGYSW/reunited-cocoa-goulds-fl-33170,https://www.pawboost.com/landing/moderate/tdhwM3r__AnMM3QakBc7umR9HslpGYSW,"
Female Dog ",69926043,2,"Goulds, FL 33170",Thank you for the wonderful and fast service! And a Million thanks to the angel that rescue Cocoa! I will forever be grateful! ,https://www.facebook.com/LostFoundPetsMiamiFL/posts/702386085371624, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Cocoa%20was%20LOST%20on%20January%2014%2C%202024%20in%20Goulds%2C%20FL%2033170%20near%20Near%20Avenue%20and%20216%20Street%20%0A%0ADescription%3A%20Light%20brown%20chihuahua%20%0A%0AFor%20more%20info%20or%20to%20contact%20Cocoa%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69926043%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Unknown 
Female Dog 
",https://img-cdn.pawboost.com/1705367923/71370823-compress.jpg,"
Reported
6 days ago,
updated 6 days ago ",https://www.pawboost.com/landing/pet/Zk86XJhWgkpMMKWAo7q71fLfVmAjrmko/reunited-unknown-goulds-fl-33170,https://www.pawboost.com/landing/moderate/Zk86XJhWgkpMMKWAo7q71fLfVmAjrmko,"
Female Dog ",69925500,2,"Goulds, FL 33170",Tan with black parts old at least 10-18years crooked mouth with barely any teeth,https://www.facebook.com/LostFoundPetsMiamiFL/posts/702318355378397, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%20so%20we%20can%20find%20this%20pet%27s%20family%21%20FOUND%20on%20January%2014%2C%202024%20in%20Goulds%2C%20FL%2033170%20near%20Near%20SW%20134th%20Ave%2C%20Goulds%2C%20FL%2033170%2C%20USA%20%0A%0ADescription%3A%20Tan%20with%20black%20parts%20old%20at%20least%2010-18years%20crooked%20mouth%20with%20barely%20any%20teeth%20%0A%0ADo%20you%20have%20information%3F%20Contact%20finder%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69925500%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
"
Linda-Deky-Rizo 
Male Dog 
",https://img-cdn.pawboost.com/1705362965/71083435-compress.jpg,"
Reported
2 weeks ago,
updated 6 days ago ",https://www.pawboost.com/landing/pet/1Fwcz0-bBrNr8lBZHEeauZUO6YJ_oNSG/reunited-linda-deky-rizo-miami-dade-county-fl-33030,https://www.pawboost.com/landing/moderate/1Fwcz0-bBrNr8lBZHEeauZUO6YJ_oNSG,"
Male Dog ",69904716,2,"Miami-Dade County, FL 33030","Linda, Deky, and Rizo they are back home with our family,thank you very very much to all the people who got involved in helping us to find them.
Again thank you very very much,and good blessings. ",https://www.facebook.com/LostPetsHomesteadFL/posts/890514819748516, Facebook ,https://nextdoor.com/sharekit/?source=Pawboost&body=Please%20spread%20the%20word%21%20Linda-Deky-Rizo%20was%20LOST%20on%20January%207%2C%202024%20in%20Miami-Dade%20County%2C%20FL%2033030%20near%20Near%20southwest%20222%20Avenue%2C%20hmstd%2C%20FL%2033030%20%0A%0ADescription%3A%20I%E2%80%99m%20looking%20for%203%20golden%20retrievers%2C%20Linda%2C%20Deky%20and%20puppy%20Rizo.%20They%20are%20together.%20Linda%20needs%20.%20Thanks%20%20%0A%0AFor%20more%20info%20or%20to%20contact%20Linda-Deky-Rizo%27s%20owner%2C%20click%20here%3A%20https%3A%2F%2Fwww.pawboost.com%2Fnd%2F69904716%20%0A%0ALost%20or%20found%20a%20pet%3F%20Report%20it%20to%20PawBoost%20here%3A%20https%3A%2F%2Fpbrs.io%2Fl%2Fndrp&hashtag=PawBoost, Share On , View Pet 
